"","genotype_in","popsize","genotype","media","mat","sd.ls","medianLS","Delta_LL","AvgLS","gompLoglik","gompRate","gompShape","weibLogLik","weibScale","weibShape"
"144",149,40,"BY4743","YPD","diploid",14.0201091842561,43.5,-5.72046106644711,38.725,-157.203251705021,0.00147059763405407,0.0927567650179286,-162.923712771468,43.0395282129442,3.18718216467292
"145",150,80,"BY4742","YPD","MATalpha",9.77628718580016,25,1.47075647661882,24.7625,-296.184785808558,0.0064592075130754,0.0944882220474802,-294.714029331939,27.815071301936,2.78179648653094
"146",151,60,"BY4741","YPD","MATa",9.77213552752732,24.5,0.290599754166351,23.7166666666667,-221.113238591734,0.0071140301129812,0.0953113855024475,-220.822638837568,26.6789075338729,2.66533186426076
"147",152,119,"pJD47_H3_wild-type","YPD","MATa",8.47325441905755,19,9.67386728922565,20.1848739495798,-430.217026527998,0.0128166543197766,0.0862894021115192,-420.543159238772,22.7186297671166,2.53340808032342
"148",153,80,"671","YPD",NA,6.77112260011756,11.5,3.80327163118835,12.5,-264.914500825088,0.0324243103853907,0.0893915703079315,-261.111229193899,14.0922702160873,1.93478884594356
"149",154,80,"KS1(BY4742)","YPD","MATalpha",10.0143488826935,29,1.52046244003134,28.9375,-299.360977528313,0.00399109409941794,0.096135391648101,-297.840515088282,32.2545684588733,3.18522141143723
"150",155,80,"KS2 (BY4741)","YPD","MATa",10.9493656252286,27,-1.37084491776642,27.6,-304.386158649443,0.00564894487809281,0.085920674611647,-305.75700356721,30.8874893295774,2.7177625683334
"151",156,60,"BY4742","YPD","MATalpha",9.05295157412155,25.5,5.85453518435602,25.9,-222.052097079135,0.00613670133398586,0.0923783632504761,-216.197561894779,28.9834341242105,3.09405964523684
"152",157,60,"BY4741","YPD","MATa",9.77456343759046,31.5,0.91120148594095,30.3166666666667,-222.046408861988,0.00284507299871022,0.104279045540843,-221.135207376047,33.6760954759636,3.53447593439791
"153",158,120,"YWD2000","YPD","MATa",7.14942065389039,23,8.15417271166586,22.8583333333333,-413.914850347216,0.00470136938091493,0.127332600654473,-405.760677635551,25.3786075027191,3.51803437725205
"154",159,80,"BY4742","YPD","MATalpha",9.53666309764452,22.5,0.353913167542771,24.0375,-294.049851483733,0.00664823153190019,0.0972511566270938,-293.69593831619,26.9596273486521,2.72836783844677
"155",160,119,"control","YPD","MATa",7.74969847932413,21,-9.05640710088744,20.4117647058824,-408.58848414535,0.00603442686477485,0.131137987950943,-417.644891246237,22.6960910113908,2.82470029659744
"156",161,40,"pJD47_H3_wild-type","YPD","MATa",8.59035684760713,13.5,2.88959925614111,14.275,-140.471281801748,0.0348147103642765,0.0592640125797102,-137.581682545607,16.1214967689222,1.78765108825798
"157",162,80,"BY4742","YPD","MATalpha",12.3878257918047,29,0.398314975981521,29.9,-314.206681033696,0.00593672600108544,0.0735474942185327,-313.808366057714,33.6239864942905,2.6315991239705
"158",163,80,"BY4742","YPD","MATalpha",9.38581443766218,26,2.20263499950181,26.4125,-293.279117392507,0.00442629953768653,0.104276507909328,-291.076482393005,29.5605466598822,3.16135471433118
"159",164,60,"BY4741","YPD","MATa",8.88423665921553,27,1.45119460470778,28.05,-216.566288219615,0.00283025875551185,0.116147915312218,-215.115093614907,31.1729589192617,3.59687187730088
"160",165,60,"BY4742","YPD","MATalpha",13.1425904454114,30.5,-0.828246555139998,30.1333333333333,-237.515863506826,0.00599630493990509,0.0716101637526706,-238.344110061966,33.9732878691894,2.51895373219137
"161",166,60,"BY4742","YPD","MATalpha",7.93111230363569,10,5.33508766761099,13.25,-206.327843541514,0.0376954920272558,0.0633559546255862,-200.992755873903,15.0036438289006,1.81215023456117
"162",167,120,"BY4741","YPD","MATa",7.3643427009725,18,11.1901457403853,18.7916666666667,-417.12984768345,0.0108371751565163,0.109021241673053,-405.939701943064,21.17058396651,2.76023006300236
"163",168,80,"BY4742","YPD","MATalpha",8.2842595140545,22,8.36811703631071,21.5625,-289.999217101675,0.0109719371464492,0.0875327456068692,-281.631100065365,24.1767530811863,2.77270625868675
"164",169,80,"BY4741","YPD","MATa",6.95071938722892,24,11.6036265605458,23.9375,-280.970675626661,0.00572928938002624,0.110706149695018,-269.367049066115,26.4786634531157,3.60517867043898
"165",170,80,"BY4742","YPD","MATalpha",9.04033682300708,27.5,7.76569271351184,27.7625,-296.726000289382,0.00487371443933307,0.094187517622822,-288.96030757587,30.9336298246888,3.31694464645547
"166",171,60,"BY4741","YPD","MATa",11.6148648182302,33,1.52171455873338,32.9,-232.923392983947,0.00360963699073006,0.0833462469092987,-231.401678425214,36.7601424399124,3.16977862452373
"167",172,80,"pJD47_H3_wild-type","YPD","MATa",15.3942081826127,14.5,-2.52920719710147,19.575,-313.979470428201,0.0326381375216076,0.025416196183115,-316.508677625303,20.6559091112905,1.17426435005639
"168",173,80,"BY4716","YPD+0.25% EtOH","MATalpha",13.8163302295746,38,-3.0131735059627,36.2875,-321.115319590888,0.00334801647370331,0.0740046827647661,-324.128493096851,40.5678962040819,2.90051752331514
"169",174,80,"BY4716","YPD+0.25% EtOH","MATalpha",10.361129587507,25,4.69336924855861,27.1625,-303.850074314061,0.00645854523615875,0.0826233500354761,-299.156705065503,30.4876069113835,2.85474340190501
"170",175,80,"BY4724","YPD","MATa",9.07507366500771,25.5,1.34441352802838,25.35,-289.878409210313,0.00451378530467744,0.109551837307127,-288.533995682284,28.3706542154041,3.143507885251
"171",176,80,"pJD62_H4_wild-type","YPD","MATa",8.40576015583768,21,8.0702312753607,21.5375,-291.232935117417,0.0113393089111378,0.0853891389192031,-283.162703842056,24.1417180996322,2.69662871988718
"172",177,80,"BY4741","YPD","MATa",8.38751898260411,23,4.5216920447487,23.4375,-286.91831181524,0.00603572562484049,0.107664049196138,-282.396619770491,26.2364539462318,3.06839642772747
"173",178,80,"wt","YPD","MATalpha",8.97126213549674,22,2.27874494860089,22.15,-289.836231145648,0.00811812679699731,0.098903074487678,-287.557486197047,24.9124586476072,2.69581537279048
"174",179,80,"BY4742","YPD","MATalpha",9.13554748485832,26,3.19750125769053,24.9,-292.72327116097,0.00585757930933906,0.0996376759795225,-289.52576990328,27.8790654601078,2.99796103855796
"175",180,60,"BY4741","YPD","MATa",12.4273709215827,27.5,6.7907853830198,28.9666666666667,-240.755448213516,0.0101562312264997,0.0544438140340742,-233.964662830497,32.6586897591708,2.47815731104915
"176",181,79,"BY4742","YPD","MATalpha",11.5252569688765,14,-3.41296873978928,16.8354430379747,-292.969938179226,0.0290151666818557,0.0493827725820827,-296.382906919015,18.4088997471755,1.39902680457821
"177",182,78,"BY4742","YPD","MATalpha",8.39433549870795,21.5,3.13308106367538,21.9487179487179,-277.967345211667,0.00708195691757336,0.108731717237638,-274.834264147992,24.6596190557175,2.89192960518424
"178",183,79,"MSY1035","YPD","MATalpha",9.02243947894635,24,6.50567229090512,23.9240506329114,-290.21245934722,0.00749156304158068,0.0928104701800441,-283.706787056315,26.8878425749656,2.89353008963645
"179",184,79,"BY4742","YPD","MATalpha",10.2349706947169,27,2.71318814322325,28.1645569620253,-297.022451143939,0.00462759603144653,0.0928805616197818,-294.309263000716,31.5588281850716,3.0651882917747
"180",185,80,"BY4741","YPD","MATa",11.2258460818401,32,0.298387693370557,32.175,-306.275048603091,0.00320141437702968,0.0906208069040002,-305.976660909721,35.9167786695436,3.24338628193121
"181",186,80,"BY4742","YPD","MATalpha",9.99486418750061,26,3.40499851213474,26.5375,-300.955229759492,0.00642017323170255,0.0861563174007152,-297.550231247357,29.694498684857,2.86431986241462
"182",187,80,"BY4742","YPD","MATalpha",8.31461082460009,28,3.51928583084077,27.2625,-285.540619919256,0.00308113531662357,0.11786146827702,-282.021334088415,30.2202754806861,3.69568569150155
"183",188,80,"BY4741","YPD","MATa",9.19093354853961,22,1.60073260423746,21.4125,-289.81320356011,0.00888707796477074,0.0980965337690433,-288.212470955872,24.1874862750695,2.57273425952748
"184",189,40,"tsa1","3% Gly",NA,11.8749898785382,27,2.56610155501835,29.4,-158.084705030281,0.00776649675051554,0.0648237560531379,-155.518603475263,32.9349418214111,2.60337711011102
"185",190,40,"YPS606","YPD","diploid",8.82362795319534,29.5,2.96945222578864,30.7,-146.516807032172,0.00263522622746684,0.106705736931433,-143.547354806383,33.9346380865696,3.8322141321148
"186",191,80,"pJD47_H3_wild-type","YPD","MATa",12.4052803681601,32,2.09765122544667,31.2125,-316.356849012143,0.00576965362257013,0.0705064512808766,-314.259197786697,35.0297503347956,2.73468152158038
"187",192,80,"BY4741","YPD","MATa",9.13276719887575,32,1.71212395192407,31.6875,-290.725703868644,0.00184403499994178,0.115557488446318,-289.01357991672,34.9893710676989,4.01323059949952
"188",193,60,"BY4741","YPD","MATa",14.5001461126478,29.5,2.27544812202242,31.5,-245.876456529521,0.00841593928551049,0.0533201950361816,-243.601008407499,35.5350177480331,2.32412212272766
"189",194,60,"BY4742","YPD","MATalpha",13.9168231325147,29,2.01457074414645,30.5,-243.281566077319,0.00838046800395451,0.0566254356588655,-241.266995333173,34.4027020940955,2.35086630050701
"190",195,80,"BY4742","YPD","MATalpha",10.4765485547604,16,-1.0548450310356,17.8375,-294.45781343754,0.0211843460829351,0.0658035091188421,-295.512658468576,20.0301703047313,1.75232470883413
"191",196,80,"BY4724","YPD","MATa",10.0525203087068,27.5,4.16194600537278,28.9,-300.857558183113,0.00429243303886249,0.0930915844165951,-296.69561217774,32.3257595869966,3.18519547231495
"192",197,80,"BY4742","YPD","MATalpha",8.83425976353538,27,2.46249623781176,26.8625,-289.142390732323,0.00358216841096894,0.112331580813163,-286.679894494511,29.9182469703312,3.42440305483856
"193",198,80,"BY4742","YPD DMSO .4%","MATalpha",10.3348908245046,27,0.798625257296578,25.8875,-300.982545068698,0.00680576406253513,0.086051032985787,-300.183919811402,29.0287073490489,2.71881407651451
"194",199,80,"pJD62_H4_wild-type","YPD","MATa",11.7916981630985,37,-2.83899568491245,35.3625,-307.295635263677,0.00204714767451325,0.0947362875693552,-310.134630948589,39.3136639115111,3.47180128167217
"195",200,80,"BY4716","YPD+0.25% EtOH","MATalpha",12.0388611261693,28,2.19661568707653,28.45,-311.644260262586,0.00633234407322592,0.0761515941677644,-309.44764457551,32.151228446224,2.61716115075549
"196",201,80,"BY4716","YPD+0.4mM Gemfibrozil(.1mg/mL)","MATalpha",12.6126255309832,31,2.04020876563351,32.3125,-317.811896969841,0.00523792431800713,0.0705355898609304,-315.771688204207,36.2307423929291,2.78161958826625
"197",202,80,"BY4716","YPD+0.25% EtOH","MATalpha",10.6187602675761,34,0.614891463259937,34.6625,-304.463429267318,0.0023259868647712,0.0939867925444331,-303.848537804058,38.2977849345648,3.59241874683608
"198",203,80,"BY4716","YPD+0.4mM Gemfibrozil(.1mg/mL)","MATalpha",10.0458994090479,29,8.89429989197475,29.0625,-306.839088322067,0.00622590845388816,0.0771973266210449,-297.944788430092,32.434549642201,3.05425312317971
"199",204,80,"BY4716","YPD+0.25% EtOH","MATalpha",10.6702517379816,29,7.80858055845761,31.3625,-309.296941579683,0.00470519011547318,0.0794859251498684,-301.488361021225,35.0686322487473,3.1923605097894
"200",205,80,"BY4716","YPD+0.4mM Gemfibrozil(.1mg/mL)","MATalpha",9.96226265540062,29,10.2086509308053,29.3625,-307.101318628996,0.00622386164525218,0.0763081558206551,-296.892667698191,32.7682146704564,3.11989413103893
"201",206,80,"BY4741","YPD","MATa",10.8382161991606,25,0.452554838012531,26.5375,-306.311228014812,0.00785569662431507,0.0760417520230271,-305.8586731768,29.6553838548883,2.56424966342285
"202",207,80,"BY4742","YPD","MATalpha",10.284281972807,30,0.674720873027638,29.825,-301.112984927936,0.00379004775535609,0.0942734929018518,-300.438264054909,33.2085864077273,3.19452754705696
"203",208,80,"BY4742","YPD","MATalpha",7.70532242484934,22,-0.345534302574265,22.2875,-276.330636900322,0.00452966754110705,0.132045932876641,-276.676171202896,24.8347611011175,3.24134337302424
"204",209,80,"BY4716","YPD+0.25% EtOH","MATalpha",13.3890128298154,35,3.95918939417152,35.5125,-323.191198124645,0.00442239600391851,0.0670519843249452,-319.232008730473,39.8781998726364,2.93116953715353
"205",210,80,"BY4716","YPD+0.4mM Gemfibrozil(.1mg/mL)","MATalpha",10.5047834191641,28,6.71151457334071,29.5625,-306.95786660515,0.00537799394351256,0.0807937927679469,-300.246352031809,33.1027913357956,3.06215682742021
"206",211,60,"BY4741","YPD","MATa",12.8715843475393,32.5,5.06363238579979,34.0166666666667,-242.350546472231,0.00563672527690376,0.0628890608846327,-237.286914086431,38.1625115236596,2.84747432570318
"207",212,80,"BY4742","YPD","MATalpha",13.8191242921732,32.5,0.523056281081324,34.3625,-322.568510374676,0.00450983763528232,0.0689527156411374,-322.045454093594,38.6552491314106,2.74892798653126
"208",213,40,"BY4742","YPD","MATalpha",9.06638621361119,25,2.80179883599737,25.175,-146.660025618263,0.00589285183329335,0.0980144800554077,-143.858226782266,28.2081571321473,3.06935094307991
"209",214,80,"BY4742","YPD","MATalpha",8.89741108697541,26,1.6061661735996,26.225,-291.979924387277,0.00481551504612548,0.102426954377655,-290.373758213678,29.1165810547076,3.15276872501731
"210",215,80,"BY4742","YPD DMSO .4%","MATalpha",8.89687756349085,25,4.41256936218764,24.9,-292.052158156327,0.00602514969067288,0.0988418058472159,-287.63958879414,27.8318086046275,3.0653369589755
"211",216,80,"BY4742","YPD","MATalpha",10.5599853759009,27,5.83340551039225,29.075,-307.889093987618,0.00605791653118193,0.0776535052981103,-302.055688477225,32.5006261914044,2.93205615628234
"212",217,80,"BY4742","YPD DMSO .4%","MATalpha",10.4607463973597,27.5,5.54495165001418,29.125,-307.054971329053,0.00585465961756293,0.0790499664868027,-301.510019679039,32.5283283109537,2.96877667943236
"213",218,80,"BY4741","YPD","MATa",12.6999887869979,21.5,6.63270758709956,24.4625,-316.734043632108,0.0153997433347962,0.0496363463648705,-310.101336045008,27.7280388045904,2.06794412281391
"214",219,80,"BY4742","YPD","MATalpha",10.7616216250154,25,6.48022053062414,26.6875,-308.111405684758,0.00840513574364511,0.0722323403409522,-301.631185154134,30.0259758028732,2.66574122697801
"215",220,80,"BY4742","YPD","MATalpha",9.08469292654519,27,5.993277228176,27.5,-295.186993739434,0.00453837268825999,0.0983797320791378,-289.193716511258,30.6613993489645,3.30849585097157
"216",221,80,"BY4742","YPD DMSO .4%","MATalpha",9.53391680371993,28,5.36881025558478,28.625,-297.795944391426,0.00404800957337225,0.0973724165268448,-292.427134135841,31.9663145014457,3.32033410095753
"217",222,80,"BY4742","YPD EtOH .4%","MATalpha",8.9346342887338,28.5,5.16881135443026,28.0875,-293.318012416772,0.00389440840549031,0.102606763807662,-288.149201062341,31.2216237141436,3.46257026458592
"218",223,80,"BY4742","YPD","MATalpha",8.1235612163289,20.5,6.18241688882313,21.5875,-286.093227035997,0.00862412962958301,0.100846603846323,-279.910810147174,24.2092335798581,2.86170538320947
"219",224,80,"YWD2000","YPD","MATa",9.16069617607634,31,3.90209566304611,30.825,-294.014074289625,0.00258973723960222,0.106440322505833,-290.111978626579,34.1184084847043,3.76322048999308
"220",225,80,"JB - H3WT","YPD","MATa",11.2308275448327,33.5,5.49656563237357,34.7125,-311.846539579207,0.00331950397047157,0.0809465757889947,-306.349973946833,38.6324102171967,3.38981983126253
"221",226,80,"BY4741","YPD","MATa",11.917430856852,27.5,6.86069462650391,28.1125,-316.286018346023,0.00939870747059916,0.0609538592241915,-309.425323719519,31.6723798031824,2.52161451678604
"222",227,80,"BY4742","YPD","MATalpha",11.1123149840075,28,1.97982396656215,27.4,-307.106437419949,0.00672031518568492,0.0789704510001232,-305.126613453386,30.7902880932173,2.67833200173401
"223",228,80,"BY4741","YPD","MATa",11.3413590036923,31,1.46488569381938,30.8625,-308.199586406103,0.00421976540659333,0.0847462488724636,-306.734700712284,34.5580365965539,3.03052454209944
"224",229,80,"BY4742","YPD","MATalpha",9.19678500511889,27,7.10397144505413,27.4625,-297.435418377497,0.00515887179267549,0.0928224464227145,-290.331446932443,30.6316365132043,3.22822541969794
"225",230,80,"BY4741","YPD","MATa",12.5611416073943,33,2.75667572540146,32.3,-317.313092070225,0.0051273136977332,0.0714167103831777,-314.556416344823,36.2766619140352,2.82664979798292
"226",231,79,"BY4742","YPD","MATalpha",13.3280093232976,29,4.75599264164697,30.4556962025316,-318.639171912206,0.00802840034355836,0.0588186434270055,-313.883179270559,34.3756360244845,2.46029009712919
"227",232,80,"BY4742","YPD","MATalpha",10.2249926495594,23,7.34095192434,23.7375,-304.45833109342,0.0118555018925179,0.0686343213881397,-297.11737916908,26.738920672801,2.45909982572567
"228",233,80,"BY4742","YPD (1%DMSO)","MATalpha",8.2080444486422,21,13.9596853861065,22.0875,-295.550348109182,0.0130962045618256,0.0742978369578451,-281.590662723076,24.7034391376152,2.72288212386814
"229",234,60,"BY4741","YPD","MATa",11.4539115762031,26,1.98421059598101,28.1666666666667,-233.679915687908,0.00761735991072544,0.0703915471124478,-231.695705091927,31.5409468974273,2.60220712565245
"230",235,60,"BY4742","YPD","MATalpha",11.8177784293686,24,1.48043435909943,24.6333333333333,-232.611090002649,0.0113110507534522,0.0651606421321444,-231.13065564355,27.7970355682739,2.22061358904039
"231",236,80,"BY4742","YPD","MATalpha",10.7361627164186,25.5,2.10069155207412,25.525,-304.256331133041,0.00799170630504143,0.0793789524977735,-302.155639580967,28.715098115284,2.56509566691091
"232",237,60,"BY4741","YPD","MATa",11.0890081474817,37.5,0.831487180872529,36.5,-229.500945293537,0.00189878056578015,0.0942884279899497,-228.669458112665,40.4002454141983,3.77659186574811
